100P;3;4;5;7;8;9;10;13;14;18;21;23;25;26;30;808
3;0;;;;;;;;;;;;;;;
4;;0;;;;;;;;;;;;;;
5;;;0;;;;;;;;;;;;;
7;;;;0;;;;;;;;;;;;
8;1;1;;;0;;;;;;;;;;;
9;;;;;;0;;;;;;;;;;
10;;;;;;1;0;;;;;;;;;
13;;;;;;;;0;;;;;;;;
14;1;;;;;;;1;0;;;;;;;
18;;;;;;;;;;0;;;;;;
21;;;;;;;;;;;0;;;;;
23;;;;;2;;1;;;;;0;;;;
25;;;;;;;;;;;;;0;;;
26;;;;;;;;;;;;1;;0;;
30;;;;;;;;;;;;;;;0;
808;;;;;;;;;;;;;;;;
