Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
66,21,8,1,"[21, 13, 9, 7, 8]",520.0,27.8,1.0,3.4,,,,,,U,OK,1.0050418376922607,16.9,223.890625
67,21,9,1,"[21, 13, 9]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0065641403198242,3.6,223.890625
68,21,10,1,"[21, 13, 9, 10]",350.0,18.7,1.0,2.4,,,,,,U,OK,1.0108489990234375,1.2,223.890625
69,21,13,1,"[21, 13]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0111889839172363,2.4,223.890625
70,21,14,1,"[21, 13, 14]",300.0,16.0,3.8,1.9,,,,,,U,OK,1.0099358558654785,18.3,223.890625
71,21,18,1,"[21, 26, 23, 25, 18]",400.0,21.4,1.0,2.8,,,,,,U,OK,1.0043931007385254,4.6,223.890625
72,23,3,1,"[23, 25, 18, 14, 10, 8, 3]",650.0,34.9,3.8,4.4,,,,,,U,OK,1.0086920261383057,3.6,223.890625
73,23,3,1,"[23, 13, 9, 7, 5, 3]",700.0,37.4,1.0,4.5,,,,,,U,OK,1.0090980529785156,0.0,223.890625
74,23,4,1,"[23, 26, 21, 13, 9, 10, 8, 4]",900.0,48.0,1.0,5.9,,,,,,U,OK,1.011037826538086,3.6,223.890625
75,23,5,1,"[23, 26, 21, 13, 9, 7, 5]",650.0,34.9,1.0,4.4,,,,,,U,OK,1.0095148086547852,8.6,223.890625
76,23,7,1,"[23, 13, 9, 7]",450.0,24.1,12.8,2.8,,,,,,U,OK,1.0067517757415771,7.1,223.890625
77,23,8,1,"[23, 13, 14, 10, 8]",650.0,34.7,3.8,4.0,,,,,,U,OK,1.0099618434906006,6.0,223.890625
78,23,8,1,"[23, 25, 18, 14, 10, 8]",450.0,24.3,13.6,3.2,,,,,,U,OK,1.0075531005859375,0.0,223.890625
79,23,9,1,"[23, 13, 9]",350.0,18.7,12.8,2.2,,,,,,U,OK,1.0088367462158203,6.0,223.890625
80,23,10,1,"[23, 13, 9, 10]",500.0,26.6,1.0,3.1,,,,,,U,OK,1.0086519718170166,4.8,223.890625
81,23,10,1,"[23, 25, 18, 14, 10]",350.0,18.9,13.6,2.6,,,,,,U,OK,1.0102310180664062,0.0,223.890625
82,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,1.0110251903533936,0.0,223.890625
83,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,1.0092377662658691,5.9,223.890625
84,23,14,1,"[23, 25, 18, 14]",250.0,13.5,13.6,1.8,,,,,,U,OK,1.0095391273498535,4.5,223.890625
