Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
49,14,13,1,"[14, 13]",200.0,10.6,3.8,1.2,,,,,,U,OK,0.00043582916259765625,0.0,203.875
50,14,13,1,"[14, 13]",200.0,10.6,3.8,1.2,,,,,,U,OK,0.00074005126953125,7.6,203.875
51,18,3,1,"[18, 14, 10, 8, 3]",500.0,26.8,3.8,3.3,,,,,,U,OK,0.000514984130859375,8.3,203.875
52,18,4,1,"[18, 14, 10, 8, 4]",500.0,26.8,3.8,3.3,,,,,,U,OK,0.0007181167602539062,0.0,203.875
53,18,5,1,"[18, 14, 10, 9, 7, 5]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.00043010711669921875,0.0,203.875
54,18,7,1,"[18, 14, 10, 9, 7]",450.0,24.1,1.0,3.0,,,,,,U,OK,0.0005838871002197266,0.0,203.875
55,18,8,1,"[18, 14, 10, 8]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.0003669261932373047,0.0,203.875
56,18,9,1,"[18, 14, 10, 9]",350.0,18.7,1.0,2.4,,,,,,U,OK,0.0007300376892089844,0.0,203.875
57,18,10,1,"[18, 14, 10]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.00042510032653808594,0.0,203.875
58,18,13,1,"[18, 14, 13]",300.0,16.0,3.8,1.9,,,,,,U,OK,0.0006959438323974609,0.0,203.875
59,18,13,1,"[18, 14, 13]",300.0,16.0,3.8,1.9,,,,,,U,OK,0.00038814544677734375,0.0,203.875
60,18,14,1,"[18, 14]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.0007028579711914062,8.6,203.875
61,18,14,1,"[18, 14]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.0004069805145263672,8.1,203.875
62,21,3,1,"[21, 13, 9, 7, 5, 3]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.0006787776947021484,11.9,203.875
63,21,4,1,"[21, 13, 9, 10, 8, 4]",650.0,34.7,1.0,4.2,,,,,,U,OK,0.0002758502960205078,8.9,203.875
64,21,5,1,"[21, 13, 9, 7, 5]",400.0,21.6,13.6,2.8,,,,,,U,OK,0.0006949901580810547,0.0,203.875
65,21,7,1,"[21, 13, 9, 7]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.0004029273986816406,0.0,203.875
66,21,8,1,"[21, 13, 9, 10, 8]",450.0,24.1,1.0,3.0,,,,,,U,OK,0.0006437301635742188,0.0,203.875
67,21,9,1,"[21, 13, 9]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.0003600120544433594,0.0,203.875
68,21,10,1,"[21, 13, 9, 10]",350.0,18.7,1.0,2.4,,,,,,U,OK,0.0006511211395263672,0.0,203.875
69,21,13,1,"[21, 13]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.0004069805145263672,0.0,203.875
70,21,14,1,"[21, 13, 14]",300.0,16.0,3.8,1.9,,,,,,U,OK,0.0005841255187988281,9.9,203.875
71,21,18,1,"[21, 13, 14, 18]",400.0,21.4,3.8,2.6,,,,,,U,OK,0.0003750324249267578,0.0,203.875
72,23,3,1,"[23, 25, 18, 14, 10, 8, 3]",650.0,34.9,3.8,4.4,,,,,,U,OK,0.0007321834564208984,0.0,203.875
73,23,3,1,"[23, 25, 18, 14, 10, 8, 3]",650.0,34.9,3.8,4.4,,,,,,U,OK,0.0004520416259765625,0.0,203.875
74,23,4,1,"[23, 25, 18, 14, 10, 8, 4]",650.0,34.9,3.8,4.4,,,,,,U,OK,0.0005831718444824219,0.0,203.875
75,23,5,1,"[23, 13, 9, 7, 5]",550.0,29.5,12.8,3.6,,,,,,U,OK,0.0004711151123046875,0.0,203.875
76,23,7,1,"[23, 13, 9, 7]",450.0,24.1,12.8,2.8,,,,,,U,OK,0.0007460117340087891,0.0,203.875
77,23,8,1,"[23, 25, 18, 14, 10, 8]",450.0,24.3,13.6,3.2,,,,,,U,OK,0.00031685829162597656,0.0,203.875
78,23,8,1,"[23, 25, 18, 14, 10, 8]",450.0,24.3,13.6,3.2,,,,,,U,OK,0.0007557868957519531,0.0,203.875
79,23,9,1,"[23, 13, 9]",350.0,18.7,12.8,2.2,,,,,,U,OK,0.00041484832763671875,0.0,203.875
80,23,10,1,"[23, 25, 18, 14, 10]",350.0,18.9,13.6,2.6,,,,,,U,OK,0.0006017684936523438,8.6,203.875
81,23,10,1,"[23, 25, 18, 14, 10]",350.0,18.9,13.6,2.6,,,,,,U,OK,0.0004527568817138672,11.0,203.875
82,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,0.0007688999176025391,4.7,203.875
83,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,0.00041985511779785156,0.0,203.875
84,23,14,1,"[23, 25, 18, 14]",250.0,13.5,13.6,1.8,,,,,,U,OK,0.0007631778717041016,0.0,203.875
85,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,0.0004138946533203125,0.0,203.875
86,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,0.00044083595275878906,0.0,203.875
87,23,21,1,"[23, 26, 21]",250.0,13.3,1.0,1.6,,,,,,U,OK,0.0006110668182373047,0.0,203.875
88,25,3,1,"[25, 18, 14, 10, 8, 3]",600.0,32.2,3.8,4.0,,,,,,U,OK,0.000675201416015625,0.0,203.875
