Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
81,23,10,1,"[23, 25, 18, 14, 10]",350.0,18.9,13.6,2.6,,,,,,U,OK,1.0129671096801758,8.4,220.15625
82,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,1.0126981735229492,11.1,220.15625
83,23,13,1,"[23, 13]",250.0,13.3,12.8,1.5,,,,,,U,OK,1.017153024673462,10.8,220.15625
84,23,14,1,"[23, 25, 18, 14]",250.0,13.5,13.6,1.8,,,,,,U,OK,1.0161168575286865,9.0,220.15625
85,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,1.0148799419403076,12.0,220.15625
86,23,18,1,"[23, 25, 18]",150.0,8.1,13.6,1.2,,,,,,U,OK,1.0159549713134766,4.8,220.15625
87,23,21,1,"[23, 26, 21]",250.0,13.3,1.0,1.6,,,,,,U,OK,1.0158488750457764,10.0,220.15625
88,25,3,1,"[25, 18, 14, 10, 8, 3]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0164909362792969,2.4,220.15625
89,25,3,1,"[25, 18, 14, 10, 8, 3]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0169439315795898,4.7,220.15625
90,25,4,1,"[25, 18, 14, 10, 8, 4]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.016589879989624,10.5,220.15625
91,25,4,1,"[25, 18, 14, 10, 8, 4]",600.0,32.2,3.8,4.0,,,,,,U,OK,1.0138978958129883,10.7,220.15625
92,25,5,1,"[25, 23, 13, 9, 7, 5]",600.0,32.2,12.8,4.0,,,,,,U,OK,1.0118012428283691,12.7,220.15625
93,25,5,1,"[25, 23, 13, 9, 7, 5]",600.0,32.2,12.8,4.0,,,,,,U,OK,1.011643886566162,5.9,220.15625
94,25,7,1,"[25, 23, 13, 9, 7]",500.0,26.8,12.8,3.3,,,,,,U,OK,1.0164048671722412,9.5,220.15625
95,25,7,1,"[25, 23, 13, 9, 7]",500.0,26.8,12.8,3.3,,,,,,U,OK,1.0157840251922607,13.8,220.15625
96,25,8,1,"[25, 18, 14, 10, 8]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.014676809310913,9.2,220.15625
97,25,8,1,"[25, 18, 14, 10, 8]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.0136892795562744,1.2,220.15625
98,25,9,1,"[25, 23, 13, 9]",400.0,21.4,12.8,2.6,,,,,,U,OK,1.014341115951538,6.9,220.15625
99,25,9,1,"[25, 23, 13, 9]",400.0,21.4,12.8,2.6,,,,,,U,OK,1.0155181884765625,5.9,220.15625
100,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0155608654022217,10.6,220.15625
101,25,10,1,"[25, 18, 14, 10]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0153889656066895,4.8,220.15625
102,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,1.0150671005249023,12.0,220.15625
103,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,1.0176219940185547,24.4,220.15625
104,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.015509843826294,12.9,220.15625
105,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0159311294555664,7.0,220.15625
106,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0167880058288574,2.4,220.15625
107,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0162560939788818,11.0,220.15625
108,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0163602828979492,4.8,220.15625
109,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0162861347198486,12.3,220.15625
110,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,1.0156309604644775,10.0,220.15625
111,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,1.0171520709991455,24.4,220.15625
112,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,1.0088169574737549,4.8,220.15625
113,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,1.0174288749694824,9.6,220.15625
114,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,1.0166199207305908,11.9,220.15625
115,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,1.0186309814453125,8.7,220.15625
116,26,5,1,"[26, 21, 13, 9, 7, 5]",500.0,27.0,13.6,3.5,,,,,,U,OK,1.0154049396514893,12.5,220.15625
117,26,7,1,"[26, 21, 13, 9, 7]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.0152628421783447,1.3,220.15625
118,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,1.018601894378662,8.2,220.15625
119,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,1.0175807476043701,11.8,220.15625
120,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0176591873168945,3.4,220.15625
121,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0181021690368652,5.9,220.15625
122,26,10,1,"[26, 21, 13, 9, 10]",450.0,24.1,1.0,3.0,,,,,,U,OK,1.0168638229370117,8.4,220.15625
123,26,13,1,"[26, 21, 13]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0132460594177246,5.1,220.15625
124,26,14,1,"[26, 21, 13, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,1.016840934753418,5.9,220.15625
125,26,18,1,"[26, 23, 25, 18]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.015564203262329,14.1,220.15625
126,26,21,1,"[26, 21]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0062081813812256,5.7,220.15625
127,26,23,1,"[26, 23]",150.0,7.9,1.0,1.0,,,,,,U,OK,1.0172832012176514,10.7,220.15625
128,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.0163049697875977,10.1,220.15625
129,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.0156610012054443,12.0,220.15625
130,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,1.0180580615997314,14.5,220.15625
131,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,1.0177390575408936,14.1,220.15625
132,30,4,1,"[30, 25, 18, 14, 10, 8, 4]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0169460773468018,14.5,220.15625
133,30,5,1,"[30, 25, 23, 13, 9, 7, 5]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.0153999328613281,7.4,220.15625
134,30,7,1,"[30, 25, 23, 13, 9, 7]",700.0,37.4,3.8,4.5,,,,,,U,OK,1.0187110900878906,7.1,220.15625
135,30,8,1,"[30, 18, 14, 10, 8]",600.0,32.0,1.0,3.8,,,,,,U,OK,1.019075870513916,13.3,220.15625
136,30,9,1,"[30, 25, 23, 13, 9]",600.0,32.0,3.8,3.8,,,,,,U,OK,1.0157439708709717,10.7,220.15625
137,30,10,1,"[30, 18, 14, 10]",500.0,26.6,1.0,3.1,,,,,,U,OK,1.015104055404663,9.2,220.15625
138,30,13,1,"[30, 25, 23, 13]",500.0,26.6,3.8,3.1,,,,,,U,OK,1.0194480419158936,13.3,220.15625
139,30,14,1,"[30, 25, 18, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,1.0141088962554932,12.2,220.15625
140,30,18,1,"[30, 25, 18]",300.0,16.0,3.8,1.9,,,,,,U,OK,1.0141830444335938,8.6,220.15625
141,30,21,1,"[30, 25, 23, 26, 21]",500.0,26.6,1.0,3.3,,,,,,U,OK,1.0174369812011719,10.8,220.15625
142,30,23,1,"[30, 25, 23]",250.0,13.3,3.8,1.6,,,,,,U,OK,1.017394781112671,15.0,220.15625
143,30,25,1,"[30, 25]",200.0,10.6,3.8,1.2,,,,,,U,OK,1.0136981010437012,9.5,220.15625
144,30,26,1,"[30, 25, 23, 26]",400.0,21.2,1.0,2.6,,,,,,U,OK,1.0182170867919922,9.8,220.15625
