Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
116,26,5,1,"[26, 21, 13, 9, 7, 5]",500.0,27.0,13.6,3.5,,,,,,U,OK,1.0571990013122559,2.4,209.0625
117,26,7,1,"[26, 21, 13, 9, 7]",400.0,21.6,13.6,2.8,,,,,,U,OK,1.055048942565918,7.1,209.0625
118,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,1.0547592639923096,6.2,209.0625
119,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,1.0581741333007812,4.6,209.0625
120,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0483310222625732,1.2,209.0625
121,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,1.0475950241088867,3.5,209.0625
122,26,10,1,"[26, 21, 13, 9, 10]",450.0,24.1,1.0,3.0,,,,,,U,OK,1.046133041381836,1.2,209.0625
123,26,13,1,"[26, 21, 13]",200.0,10.8,13.6,1.4,,,,,,U,OK,1.0458438396453857,2.4,209.0625
124,26,14,1,"[26, 21, 13, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,1.0520720481872559,8.3,209.0625
125,26,18,1,"[26, 23, 25, 18]",300.0,16.0,1.0,2.1,,,,,,U,OK,1.0220789909362793,3.5,209.0625
126,26,21,1,"[26, 21]",100.0,5.4,13.6,0.7,,,,,,U,OK,1.0480260848999023,0.0,209.0625
127,26,23,1,"[26, 23]",150.0,7.9,1.0,1.0,,,,,,U,OK,1.0405089855194092,0.0,209.0625
128,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.0454728603363037,3.4,209.0625
129,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,1.0501220226287842,2.4,209.0625
130,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,1.0539140701293945,4.8,209.078125
131,30,3,1,"[30, 25, 18, 14, 10, 8, 3]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.060610055923462,1.2,209.078125
132,30,4,1,"[30, 18, 14, 10, 8, 4]",800.0,42.6,1.0,5.0,,,,,,U,OK,1.050149917602539,2.4,209.078125
133,30,5,1,"[30, 25, 23, 13, 9, 7, 5]",800.0,42.8,3.8,5.2,,,,,,U,OK,1.052887201309204,0.0,209.078125
134,30,7,1,"[30, 25, 23, 13, 9, 7]",700.0,37.4,3.8,4.5,,,,,,U,OK,1.0566091537475586,4.8,209.078125
135,30,8,1,"[30, 18, 14, 10, 8]",600.0,32.0,1.0,3.8,,,,,,U,OK,1.0539600849151611,1.2,209.078125
136,30,9,1,"[30, 25, 23, 13, 9]",600.0,32.0,3.8,3.8,,,,,,U,OK,1.0532350540161133,5.7,209.078125
137,30,10,1,"[30, 25, 18, 14, 10]",500.0,26.8,3.8,3.3,,,,,,U,OK,1.0493898391723633,2.4,209.078125
138,30,13,1,"[30, 25, 23, 13]",500.0,26.6,3.8,3.1,,,,,,U,OK,1.052414894104004,13.1,209.078125
139,30,14,1,"[30, 18, 14]",400.0,21.2,1.0,2.4,,,,,,U,OK,1.0204107761383057,1.2,209.078125
140,30,18,1,"[30, 18]",300.0,15.8,1.0,1.7,,,,,,U,OK,1.0410192012786865,2.4,209.078125
141,30,21,1,"[30, 25, 23, 26, 21]",500.0,26.6,1.0,3.3,,,,,,U,OK,1.053436040878296,1.2,209.078125
142,30,23,1,"[30, 25, 23]",250.0,13.3,3.8,1.6,,,,,,U,OK,1.0492031574249268,0.0,209.078125
143,30,25,1,"[30, 25]",200.0,10.6,3.8,1.2,,,,,,U,OK,1.0419058799743652,6.0,209.078125
144,30,26,1,"[30, 25, 23, 26]",400.0,21.2,1.0,2.6,,,,,,U,OK,1.0498497486114502,1.2,209.078125
