Id,origen,destino,num_demandas,ruta_primaria,distancia_primaria,atenuacion_primaria,osnr_primaria,latencia e2e primaria,ruta_secundaria,distancia_secundaria,atenuacion_secundaria,osnr_secundaria,latencia e2e secundaria,Tipo,Estado,Tiempo,CPU,Memoria
102,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,0.10436010360717773,3.7,196.53125
103,25,13,1,"[25, 23, 13]",300.0,16.0,12.8,1.9,,,,,,U,OK,0.10138130187988281,0.0,196.53125
104,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.10068011283874512,0.0,196.53125
105,25,14,1,"[25, 18, 14]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.10555386543273926,12.0,196.53125
106,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.10447478294372559,9.6,196.53125
107,25,18,1,"[25, 18]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.10537385940551758,7.5,196.53125
108,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.10413169860839844,0.0,196.53125
109,25,21,1,"[25, 23, 26, 21]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.10554718971252441,0.0,196.53125
110,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,0.1054987907409668,11.7,196.53125
111,25,23,1,"[25, 23]",50.0,2.7,13.8,0.4,,,,,,U,OK,0.10199999809265137,12.5,196.53125
112,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,0.10559582710266113,0.0,196.53125
113,26,3,1,"[26, 21, 13, 9, 7, 5, 3]",650.0,34.9,1.0,4.4,,,,,,U,OK,0.10538697242736816,0.0,196.53125
114,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,0.10562801361083984,0.0,196.53125
115,26,4,1,"[26, 21, 13, 9, 10, 8, 4]",750.0,40.1,1.0,4.9,,,,,,U,OK,0.10569000244140625,12.9,196.53125
116,26,5,1,"[26, 21, 13, 9, 7, 5]",500.0,27.0,13.6,3.5,,,,,,U,OK,0.1017141342163086,6.2,196.53125
117,26,7,1,"[26, 21, 13, 9, 7]",400.0,21.6,13.6,2.8,,,,,,U,OK,0.10560393333435059,0.0,196.53125
118,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.10551691055297852,0.0,196.53125
119,26,8,1,"[26, 21, 13, 9, 10, 8]",550.0,29.5,1.0,3.8,,,,,,U,OK,0.1054689884185791,0.0,196.53125
120,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.10559582710266113,9.9,196.53125
121,26,9,1,"[26, 21, 13, 9]",300.0,16.2,13.6,2.1,,,,,,U,OK,0.10553526878356934,8.5,196.53125
122,26,10,1,"[26, 21, 13, 9, 10]",450.0,24.1,1.0,3.0,,,,,,U,OK,0.10379195213317871,0.0,196.53125
123,26,13,1,"[26, 21, 13]",200.0,10.8,13.6,1.4,,,,,,U,OK,0.10222983360290527,0.0,196.53125
124,26,14,1,"[26, 21, 13, 14]",400.0,21.4,3.8,2.6,,,,,,U,OK,0.10559988021850586,0.0,196.53125
125,26,18,1,"[26, 23, 25, 18]",300.0,16.0,1.0,2.1,,,,,,U,OK,0.10541701316833496,13.2,196.53125
126,26,21,1,"[26, 21]",100.0,5.4,13.6,0.7,,,,,,U,OK,0.10565400123596191,0.0,196.53125
127,26,23,1,"[26, 23]",150.0,7.9,1.0,1.0,,,,,,U,OK,0.10556983947753906,0.0,196.53125
128,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,0.10059714317321777,0.0,196.53125
129,26,25,1,"[26, 23, 25]",200.0,10.6,1.0,1.4,,,,,,U,OK,0.1055757999420166,0.0,196.53125
130,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.10558319091796875,10.0,196.53125
131,30,3,1,"[30, 18, 14, 10, 8, 3]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.1044321060180664,18.5,196.53125
132,30,4,1,"[30, 18, 14, 10, 8, 4]",800.0,42.6,1.0,5.0,,,,,,U,OK,0.10519289970397949,0.0,196.53125
133,30,5,1,"[30, 25, 23, 13, 9, 7, 5]",800.0,42.8,3.8,5.2,,,,,,U,OK,0.1056210994720459,0.0,196.53125
134,30,7,1,"[30, 25, 23, 13, 9, 7]",700.0,37.4,3.8,4.5,,,,,,U,OK,0.10553693771362305,0.0,196.53125
135,30,8,1,"[30, 18, 14, 10, 8]",600.0,32.0,1.0,3.8,,,,,,U,OK,0.1056051254272461,9.4,196.53125
136,30,9,1,"[30, 25, 23, 13, 9]",600.0,32.0,3.8,3.8,,,,,,U,OK,0.10431098937988281,0.0,196.53125
137,30,10,1,"[30, 18, 14, 10]",500.0,26.6,1.0,3.1,,,,,,U,OK,0.1055450439453125,0.0,196.53125
138,30,13,1,"[30, 25, 23, 13]",500.0,26.6,3.8,3.1,,,,,,U,OK,0.10101795196533203,0.0,196.53125
139,30,14,1,"[30, 18, 14]",400.0,21.2,1.0,2.4,,,,,,U,OK,0.1018366813659668,0.0,196.53125
140,30,18,1,"[30, 18]",300.0,15.8,1.0,1.7,,,,,,U,OK,0.10518884658813477,11.9,196.53125
141,30,21,1,"[30, 25, 23, 26, 21]",500.0,26.6,1.0,3.3,,,,,,U,OK,0.10512995719909668,18.1,196.53125
142,30,23,1,"[30, 25, 23]",250.0,13.3,3.8,1.6,,,,,,U,OK,0.10517120361328125,0.0,196.53125
143,30,25,1,"[30, 25]",200.0,10.6,3.8,1.2,,,,,,U,OK,0.10553789138793945,0.0,196.53125
144,30,26,1,"[30, 25, 23, 26]",400.0,21.2,1.0,2.6,,,,,,U,OK,0.10467815399169922,0.0,196.53125
